Wall time,Step,Value
1740945566.4663377,4,-5.124472618103027
1740945601.382985,14,-4.9767537117004395
1740945604.8858643,15,-4.988190174102783
1740945615.3714402,18,31.846755981445312
1740945618.9454312,19,30.003498077392578
1740945643.2960136,26,28.339265823364258
1740945646.842846,27,27.1369571685791
1740945692.3337872,40,21.796588897705078
1740945716.9765134,47,17.862977981567383
1740945720.3575795,48,17.39997673034668
1740945721.0725434,49,17.788433074951172
1740945738.565581,54,17.57706642150879
1740945766.7706807,62,14.788803100585938
1740945770.3408532,63,14.481269836425781
1740945780.8274894,66,15.086455345153809
1740945784.316704,67,16.26807975769043
1740945795.103709,70,15.360023498535156
1740945798.561338,71,15.139177322387695
1740945819.8142095,77,13.590070724487305
1740945837.7880573,82,12.504520416259766
1740945859.5712469,89,11.704887390136719
1740945895.174147,99,10.031929016113281
1740945909.3728793,103,13.535719871520996
1740945923.5645056,107,13.547091484069824
1740945973.3681576,121,6.604167461395264
1740945987.6588244,125,4.6081013679504395
1740945991.1033702,126,4.6099934577941895
1740945998.3447413,128,4.651288032531738
1740946005.5003746,130,3.6472580432891846
1740946026.676384,136,4.746511936187744
1740946055.4131143,144,4.7831878662109375
1740946062.4592931,146,5.978578090667725
1740946066.186732,147,5.976576805114746
1740946076.779877,150,5.526247978210449
1740946101.76352,157,4.6181864738464355
1740946112.4267688,160,4.629322528839111
1740946119.7886167,162,4.627624988555908
1740946126.953433,164,5.631920337677002
1740946152.8327165,171,4.7715373039245605
1740946156.495206,172,4.763333320617676
1740946174.8980248,177,4.9421186447143555
1740946200.4018955,184,8.420947074890137
1740946203.978135,185,8.416948318481445
1740946225.9363928,191,9.095101356506348
1740946229.48039,192,9.094852447509766
1740946269.8734853,203,12.592649459838867
1740946277.1785185,205,12.767560958862305
1740946303.9545991,213,13.38653564453125
1740946311.209189,215,13.449920654296875
1740946344.2636967,224,14.402234077453613
1740946362.8424296,229,14.614428520202637
1740946418.2964919,244,12.857450485229492
1740946421.9161057,245,12.70069694519043
1740946468.8191566,258,11.658050537109375
1740946472.3523686,259,11.686301231384277
1740946476.1070213,260,11.688661575317383
1740946515.8586757,271,9.523179054260254
1740946526.695169,274,9.530856132507324
1740946541.113236,278,9.391180992126465
1740946555.7428575,282,7.0114054679870605
1740946566.981852,285,7.0141377449035645
1740946578.2398136,288,5.9839582443237305
1740946585.6714401,290,6.475626468658447
1740946604.568324,295,3.00876784324646
1740946612.0446627,297,6.502425670623779
1740946615.71006,298,6.507646560668945
1740946654.2219682,308,4.3972554206848145
1740946669.5321949,312,4.202250003814697
1740946684.9639049,316,5.227035045623779
1740946689.605651,318,5.753612041473389
1740946693.339056,319,6.7361650466918945
1740946704.88157,322,5.759310722351074
1740946763.0427842,337,5.889470100402832
1740946794.2145476,345,7.072486877441406
