Wall time,Step,Value
1740945566.4663568,4,0.9950100183486938
1740945601.3830059,14,0.9851045608520508
1740945604.8858836,15,0.9841194152832031
1740945615.3714612,18,0.9811700582504272
1740945618.9454513,19,0.9801888465881348
1740945643.296035,26,0.973348081111908
1740945646.842867,27,0.9723747372627258
1740945692.3338075,40,0.959809422492981
1740945716.9765325,47,0.9531108736991882
1740945720.3575995,48,0.9521577954292297
1740945721.0725648,49,0.9512056112289429
1740945738.5655994,54,0.9464591145515442
1740945766.7706978,62,0.938913881778717
1740945770.3408737,63,0.9379749894142151
1740945780.8275077,66,0.9351638555526733
1740945784.3167226,67,0.9342286586761475
1740945795.1037297,70,0.9314287900924683
1740945798.5613577,71,0.9304973483085632
1740945819.8142292,77,0.9249283075332642
1740945837.788076,82,0.9203129410743713
1740945859.5712683,89,0.91389000415802
1740945895.1741664,99,0.9047921299934387
1740945909.3728995,103,0.9011784195899963
1740945923.5645273,107,0.8975790739059448
1740945973.3681903,121,0.8850943446159363
1740945987.6588423,125,0.8815592527389526
1740945991.1033897,126,0.8806777000427246
1740945998.3447597,128,0.8789172172546387
1740946005.5003994,130,0.8771602511405945
1740946026.6764045,136,0.8719104528427124
1740946055.413134,144,0.8649595379829407
1740946062.4593127,146,0.8632304668426514
1740946066.1867528,147,0.8623672723770142
1740946076.7798963,150,0.8597827553749084
1740946101.7635388,157,0.8537822961807251
1740946112.426787,160,0.8512235283851624
1740946119.7886348,162,0.8495218753814697
1740946126.9534519,164,0.8478236794471741
1740946152.8327353,171,0.841906726360321
1740946156.4952254,172,0.8410648107528687
1740946174.8980434,177,0.8368678689002991
1740946200.4019153,184,0.8310273885726929
1740946203.978155,185,0.8301963210105896
1740946225.9364116,191,0.8252276182174683
1740946229.4804158,192,0.824402391910553
1740946269.873507,203,0.8153791427612305
1740946277.1785364,205,0.8137491941452026
1740946303.9546182,213,0.8072619438171387
1740946311.2092085,215,0.8056482076644897
1740946344.2637155,224,0.7984263300895691
1740946362.842449,229,0.7944421768188477
1740946418.2965105,244,0.7826086282730103
1740946421.9161253,245,0.7818260192871094
1740946468.8191748,258,0.7717230319976807
1740946472.352388,259,0.7709512710571289
1740946476.1070387,260,0.770180344581604
1740946515.8586946,271,0.7617505788803101
1740946526.6951895,274,0.759467601776123
1740946541.1132534,278,0.7564343214035034
1740946555.7428758,282,0.7534130811691284
1740946566.981872,285,0.7511551380157471
1740946578.2398345,288,0.7489039301872253
1740946585.67146,290,0.7474068403244019
1740946604.5683424,295,0.7436772584915161
1740946612.0446804,297,0.7421906590461731
1740946615.7100887,298,0.7414484620094299
1740946654.221989,308,0.7340672612190247
